business_name,text_original,rating,rating_category,rating_group,review_word_count,final_cluster,theme,theme_confidence,restaurant_type
Mado,Something strange came out of the ice cream; the teas are stale and boiled; and you have to say an order two or three times; I definitely don't recommend it; it's a pity for your money.,2,menu,NEGATIVE (1-2),36,0,Food Taste & Satisfaction,Medium,Other / Unknown
Mado,The address of quality. The service should be a little faster.,4,taste,POSITIVE (4-5),11,6,Staff & Service Quality,High,Other / Unknown
Mado,Unfortunately; the sorbet desserts are not satisfactory. The air conditioners are not working. It's a humid environment. I hope they fix it.,3,indoor_atmosphere,MIXED (3),22,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Classic Thai,Love this restaurant; thai style and good taste. Clean and good service.. Recommended !,5,outdoor_atmosphere,POSITIVE (4-5),14,9,Positive Overall Experience,Medium,Other / Unknown
Classic Thai,I loved the ambiance; welcome and service. We ate pineapple; spicy shrimp; chicken noodles; and chicken pie. A little pricey but nice place.,3,taste,MIXED (3),23,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Classic Thai,You can taste different flavors on the menus. It's a bit of an expensive place. The waiters are nice.,4,indoor_atmosphere,POSITIVE (4-5),19,9,Positive Overall Experience,Medium,Other / Unknown
Classic Thai,Amazing flavors!,5,menu,POSITIVE (4-5),2,0,Food Taste & Satisfaction,Medium,Other / Unknown
Classic Thai,Ambiance were pretty good.,5,outdoor_atmosphere,POSITIVE (4-5),4,10,Short Positive Praise / Recommendation,High,Other / Unknown
Classic Thai,I like thailand foods but not like here ones.,3,outdoor_atmosphere,MIXED (3),9,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Classic Thai,The food is very good; the employees are very good and smiling. Prices are very reasonable compared to Asian cuisines. I will come here often.,5,indoor_atmosphere,POSITIVE (4-5),25,3,Price & Value,High,Other / Unknown
Classic Thai,We’ve had a great dinner at this restaurant. The food was delicious; well prepared and nicely seasoned. I did not know much about Thai cuisine; but I enjoyed the meal very much. Plus the atmosphere of the place is relaxing; staff nice and friendly and prices pretty moderate. Perfect spot to eat out with friends in the center of Istanbul. Would love to come back again!,4,taste,POSITIVE (4-5),66,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Classic Thai,Although far easts foods suits my taste; Tom Yum soup was very aromatic and different; I didn't like it.,5,menu,POSITIVE (4-5),19,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Classic Thai,The waiters took care of me. That's why I left the restaurant before I could order.,1,indoor_atmosphere,NEGATIVE (1-2),16,5,Waiting Time & Service Friction,High,Other / Unknown
Classic Thai,Egg dish was super salty. Beef with veggies was really good. A bit on the pricier side compared with local Turkish food; but when your Thai GF wants a taste of home; hard to argue over price.,4,taste,POSITIVE (4-5),37,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Inegol Restaurant,The staff is very nice. The food is quite delicious.,5,outdoor_atmosphere,POSITIVE (4-5),10,9,Positive Overall Experience,Medium,Restaurant
Inegol Restaurant,"The environment is nice, the food is delicious, the employees are polite. We ate meatballs in İnegöl. the manti were great.",5,indoor_atmosphere,POSITIVE (4-5),21,7,"Cleanliness, Ambience & Environment",High,Restaurant
Inegol Restaurant,It's an expensive restaurant.,1,menu,NEGATIVE (1-2),4,3,Price & Value,High,Restaurant
Inegol Restaurant,I especially recommend wedding soup; stuffed meatballs; manti and Inegöl meatballs.,4,taste,POSITIVE (4-5),11,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Inegol Restaurant,Local dishes and soups are nice.,5,indoor_atmosphere,POSITIVE (4-5),6,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Inegol Restaurant,I did not recommend. Bad service.,3,outdoor_atmosphere,MIXED (3),6,6,Staff & Service Quality,High,Restaurant
Inegol Restaurant,The place is beautiful; the food sucks. Also expensive.,4,menu,POSITIVE (4-5),9,9,Positive Overall Experience,Medium,Restaurant
Inegol Restaurant,We came because the comments were good; we did not regret it. I recommend the beef tenderloin. Home baklava is also very tasty; prices are reasonable.,5,taste,POSITIVE (4-5),26,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Inegol Restaurant,Delicious food; but their toilets are filthy. That's why I'm deducting points.,2,indoor_atmosphere,NEGATIVE (1-2),12,7,"Cleanliness, Ambience & Environment",High,Restaurant
Inegol Restaurant,Famous and delicious meatballs.,4,outdoor_atmosphere,POSITIVE (4-5),4,8,Burger Experience,High,Restaurant
Inegol Restaurant,The food is delicious; but we waited 1 hour after ordering and we were extremely hungry.,1,taste,NEGATIVE (1-2),16,5,Waiting Time & Service Friction,High,Restaurant
Karakoy Lokantasi,I ate Hünkar Begendi and cherry pudding. Both were legends. The meat of Hünkar Begendi was tender.,5,menu,POSITIVE (4-5),17,2,Overall Dining Experience & Menu Variety,Medium,Local Restaurant
Karakoy Lokantasi,It has been wonderfully designed in its new location in Karaköy. It's gorgeous inside. Soundproofing I guess. The waiters are very interested and approaching with a smile. The appetizers and great service were very successful. Thanks.,5,indoor_atmosphere,POSITIVE (4-5),36,9,Positive Overall Experience,Medium,Local Restaurant
Karakoy Lokantasi,A classy place in Karaköy with its white cloth and good service. Liver lovers should definitely try the liver pan.,5,taste,POSITIVE (4-5),20,1,Regional / Specialty Food Experience,Medium,Local Restaurant
Karakoy Lokantasi,The location is nice; the menus are varied; the appetizers are delicious; the prices are a little high.,4,outdoor_atmosphere,POSITIVE (4-5),18,9,Positive Overall Experience,Medium,Local Restaurant
Karakoy Lokantasi,Excellent appetizers; great atmosphere; acceptable prices.,5,menu,POSITIVE (4-5),6,3,Price & Value,High,Local Restaurant
Karakoy Lokantasi,The place was too noisy. We didn't really enjoy the food in this mess.,3,taste,MIXED (3),14,7,"Cleanliness, Ambience & Environment",High,Local Restaurant
Karakoy Lokantasi,Some of the seafood starters are successful. Appetizers are small in portion size for one person. Salads do not meet expectations.,3,indoor_atmosphere,MIXED (3),21,2,Overall Dining Experience & Menu Variety,Medium,Local Restaurant
Karakoy Lokantasi,Awesome place!,5,outdoor_atmosphere,POSITIVE (4-5),2,9,Positive Overall Experience,Medium,Local Restaurant
Karakoy Lokantasi,"I can't say anything negative about the place, the ambiance; the staff; the richness of the food; the appetizers; the taste and the presentation; it's just perfect.. But I'm giving 3 points because it's a very expensive place.",3,taste,MIXED (3),38,9,Positive Overall Experience,Medium,Local Restaurant
Karakoy Lokantasi,We were not satisfied with the service at all. I ordered wine and it came with a little bit of wine in a regular glass.,1,indoor_atmosphere,NEGATIVE (1-2),25,6,Staff & Service Quality,High,Local Restaurant
Karakoy Lokantasi,Yummy yummy! Delicious!,5,outdoor_atmosphere,POSITIVE (4-5),3,10,Short Positive Praise / Recommendation,High,Local Restaurant
Mersinli Cigerci Apo,The treats and the food were really delicious; each of them was not one of those places that would cause you to come to the place and leave unhappy.,5,taste,POSITIVE (4-5),29,5,Waiting Time & Service Friction,High,Other / Unknown
Mersinli Cigerci Apo,We came up with the suggestion; everything was very nice.Especially Koksal; who was in the safe; was so interested. Thank you so much for everything.,5,outdoor_atmosphere,POSITIVE (4-5),25,10,Short Positive Praise / Recommendation,High,Other / Unknown
Mersinli Cigerci Apo,Although it is not as much as an urfa; it is the only place that can eat liver under samsun conditions. Appetizers can be improved. There should definitely be green mint next to the liver; arugula does not suit the liver.,3,taste,MIXED (3),41,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Mersinli Cigerci Apo,The parking area is large; valet service is offered. The welcome at the entrance is good. Attention should be paid to order and cleanliness.,1,indoor_atmosphere,NEGATIVE (1-2),24,9,Positive Overall Experience,Medium,Other / Unknown
Mersinli Cigerci Apo,The employees are friendly. The prices are also very reasonable according to the food provided. I can call it the first choice in Samsun.,4,menu,POSITIVE (4-5),24,3,Price & Value,High,Other / Unknown
Mersinli Cigerci Apo,The place is quite big; the employees are interested and friendly; this is 2.development 5 skewers and buttermilk cost 105 tl I liked the price as appropriate.,4,menu,POSITIVE (4-5),27,3,Price & Value,High,Other / Unknown
Mersinli Cigerci Apo,Its breakfast is really very good. I would like to especially point out that you do not need to go to Cakalli for Menemen; you can eat the most delicious here. I really like the fried egg too.,5,taste,POSITIVE (4-5),38,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Mersinli Cigerci Apo,They've reduced the menus so much that you can't get enough. The service was over.,2,indoor_atmosphere,NEGATIVE (1-2),15,6,Staff & Service Quality,High,Other / Unknown
Mersinli Cigerci Apo,There are a lot of appetizers; the service is fast and the employees are interested; there is a lot of liver servings; but I couldn't catch the taste I wanted; the prices are a little high.,3,outdoor_atmosphere,MIXED (3),36,3,Price & Value,High,Other / Unknown
Mersinli Cigerci Apo,The staff is extremely interested; the taste is already a very good place. It is recommended.,5,indoor_atmosphere,POSITIVE (4-5),16,9,Positive Overall Experience,Medium,Other / Unknown
Mersinli Cigerci Apo,The food wasn't bad; we got tired of constantly asking for lavash bread; the liver; until the bread came to the table it became like ice.,2,indoor_atmosphere,NEGATIVE (1-2),26,5,Waiting Time & Service Friction,High,Other / Unknown
Baskent Aspava,It is a great place for Samsun. The taste; the treats; the semolina dessert with ice cream that comes after the meal; the variety of the menu; the attention and politeness of the waiters are very good.,5,outdoor_atmosphere,POSITIVE (4-5),37,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Baskent Aspava,We went to Iftar; especially they praised the appetizers and treats very much; but as can be seen from the photo; it's not good at all. It was an incredible crowd.,3,taste,MIXED (3),31,9,Positive Overall Experience,Medium,Other / Unknown
Baskent Aspava,It's delicious; fast and has friendly staff. Although the price seems a little expensive; it meets this with unlimited tea; dessert service and appetizers.,4,menu,POSITIVE (4-5),24,3,Price & Value,High,Other / Unknown
Baskent Aspava,The place is nice; the employees are good. The food is delicious but the human pilfering for extra charge caused me to give it 1 point.,1,menu,NEGATIVE (1-2),26,9,Positive Overall Experience,Medium,Other / Unknown
Baskent Aspava,Congratulations; everything was very nice and attentive. The treats were too much for the number of people. Cacik is given in aspava in Ankara; this can also be included in the treats; I can say this in addition.,4,taste,POSITIVE (4-5),38,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Baskent Aspava,The prices were in the 120-140 range. I didn't like Lahmacun. The appetizers were nice.,2,taste,NEGATIVE (1-2),15,3,Price & Value,High,Other / Unknown
Baskent Aspava,Every time I go; the prices change; I don't like it. But even for the treats; you can go; which comes as many appetizers; tea; etc. as you want.,4,indoor_atmosphere,POSITIVE (4-5),29,3,Price & Value,High,Other / Unknown
Baskent Aspava,We went for dinner. after 10 minutes; they said do you want meatball; we bought 1 piece; we asked for an account of 32TL; then they reflected it to the account; they put water in the glasses unannounced; they wrote 20TL to the 1.5 liter water on the table. They're not supposed to do it this way.,3,indoor_atmosphere,MIXED (3),57,5,Waiting Time & Service Friction,High,Other / Unknown
Baskent Aspava,The sauces and uncooked meats of the dishes give the impression of a meal prepared in the mall and not in a kebab restaurant.,2,outdoor_atmosphere,NEGATIVE (1-2),24,8,Burger Experience,High,Other / Unknown
Baskent Aspava,Very; very expensive extravagant prices. One lahmacun is 85 TL. They charge 25 TL for a glass of buttermilk. All the intertwined tables are almost adjacent.,1,indoor_atmosphere,NEGATIVE (1-2),26,3,Price & Value,High,Other / Unknown
Baskent Aspava,I ate closed doner pita pita were very tasty. Iskender was beautiful. There is a playground for children. Great on treats.,5,taste,POSITIVE (4-5),21,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Sini Mugla,Prices are reasonable; foods were delicious.,4,menu,POSITIVE (4-5),6,3,Price & Value,High,Other / Unknown
Sini Mugla,"The place was full of flies and one of them fell into my food. When I asked for my meal to be changed,; they refused.",1,indoor_atmosphere,NEGATIVE (1-2),25,5,Waiting Time & Service Friction,High,Other / Unknown
Sini Mugla,The atmosphere was spacious and the waiters were nice. The meals were very delicious... the prices were reasonable; but the portions were small.,4,taste,POSITIVE (4-5),23,5,Waiting Time & Service Friction,High,Other / Unknown
Sini Mugla,The food is super delicious; I especially recommend the fig dessert. Service personnel interest and hygiene were also high.,5,outdoor_atmosphere,POSITIVE (4-5),19,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Sini Mugla,Dirty plates; Waiters was surly.,3,outdoor_atmosphere,MIXED (3),5,5,Waiting Time & Service Friction,High,Other / Unknown
Sini Mugla,The meals were delicious. Service is fast; transportation is easy; staff is friendly. Prices are quite reasonable.,5,taste,POSITIVE (4-5),17,3,Price & Value,High,Other / Unknown
Sini Mugla,The waiters are scruffy so we didn't feel comfortable eating. The hygiene of the place was also bad.,1,indoor_atmosphere,NEGATIVE (1-2),18,5,Waiting Time & Service Friction,High,Other / Unknown
Sini Mugla,Great ambiance!,5,outdoor_atmosphere,POSITIVE (4-5),2,10,Short Positive Praise / Recommendation,High,Other / Unknown
Sini Mugla,Salad was great; appetizers were good. The degree of cooking of the meat was good. Also the toilets were very clean.,4,taste,POSITIVE (4-5),21,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Sini Mugla,Portions were small but expensive.,3,menu,MIXED (3),5,3,Price & Value,High,Other / Unknown
Sini Mugla,The satisfying menu of local dishes; the taste of the food and the interest of the employees are very good. The advantage is that it is on the road and has its own parking lot.,5,indoor_atmosphere,POSITIVE (4-5),35,9,Positive Overall Experience,Medium,Other / Unknown
Fikret Balik Restaurant,Everything was excellent; especially sea foods!,5,outdoor_atmosphere,POSITIVE (4-5),6,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Fikret Balik Restaurant,Bosphorus Salad; Shrimp Cizlama were really successful. Orders came to my table quickly.,5,taste,POSITIVE (4-5),13,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Fikret Balik Restaurant,I am a regular at this place; and I love it as a family The food is fantastic; the fish are great!,5,indoor_atmosphere,POSITIVE (4-5),22,9,Positive Overall Experience,Medium,Restaurant
Fikret Balik Restaurant,Food was a little expensive but it is ok.,3,menu,MIXED (3),9,3,Price & Value,High,Restaurant
Fikret Balik Restaurant,Clean place; the service is good; Prices are not very cheap. generally the Arabs are leaving; locals are also present. Service is fast.,4,outdoor_atmosphere,POSITIVE (4-5),23,6,Staff & Service Quality,High,Restaurant
Fikret Balik Restaurant,Portions were quite adequate. Along with your meal comes multiple and delicious appetizers. Seasonal salad was also delicious; vegetables were fresh.,4,taste,POSITIVE (4-5),21,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Fikret Balik Restaurant,A restaurant where you can eat amazing seafood in a great atmosphere in Bursa. Its taste will really surprise you. I would like to remind you that there is no Alcohol in the restaurant. Bon appetit now!,5,indoor_atmosphere,POSITIVE (4-5),37,9,Positive Overall Experience,Medium,Restaurant
Fikret Balik Restaurant,Expensive place.,1,menu,NEGATIVE (1-2),2,9,Positive Overall Experience,Medium,Restaurant
Fikret Balik Restaurant,We ordered a soup and a portion of haddock. The bread was great; the eggplant paste was also very good. The soup was delicious; the haddock was delicious.,3,indoor_atmosphere,MIXED (3),28,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Fikret Balik Restaurant,The environment is decent; the service is fast and clean. The interior is spacious; the waiters are knowledgeable and respectful.,5,taste,POSITIVE (4-5),20,9,Positive Overall Experience,Medium,Restaurant
Fikret Balik Restaurant,The assortment is exceptionally good. Fish and accompanying appetizers are very diverse and sufficient. Everything was fresh.,5,outdoor_atmosphere,POSITIVE (4-5),17,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Kocak Baklava,The place was nice; but be aware of an expensive place.,4,indoor_atmosphere,POSITIVE (4-5),11,9,Positive Overall Experience,Medium,Bakery / Dessert
Kocak Baklava,The flavors are still fabulous; Prices may change according to the conditions of the day. But the taste is always great.,4,outdoor_atmosphere,POSITIVE (4-5),21,0,Food Taste & Satisfaction,Medium,Bakery / Dessert
Kocak Baklava,Their desserts were really good and tasty but the prices were high.,4,taste,POSITIVE (4-5),12,3,Price & Value,High,Bakery / Dessert
Kocak Baklava,We ate an excellent baklava. But the price wasn't perfect.,5,menu,POSITIVE (4-5),10,3,Price & Value,High,Bakery / Dessert
Kocak Baklava,Gaziantep was one of the cities we visited during our trip to Southeast Anatolia. We decided to eat baklava from Kocak Baklava. It is the number ten place for me with its understanding of both quality and service. When I come to Gaziantep again; I want to stop by here again and eat this baklava again.,3,indoor_atmosphere,MIXED (3),56,1,Regional / Specialty Food Experience,Medium,Bakery / Dessert
Kocak Baklava,The waiters were extremely indifferent. We asked for peanuts to taste and they added it to the account. However; the head office was very good.,1,outdoor_atmosphere,NEGATIVE (1-2),25,5,Waiting Time & Service Friction,High,Bakery / Dessert
Kocak Baklava,The staff; the dessert; the place; the ambiance; everything is very nice. It was the best baklava I have ever eaten in my life!,5,taste,POSITIVE (4-5),24,1,Regional / Specialty Food Experience,Medium,Bakery / Dessert
Kocak Baklava,Nice ambiance; tasty and crispy baklava and sobiyet.,5,indoor_atmosphere,POSITIVE (4-5),8,1,Regional / Specialty Food Experience,Medium,Bakery / Dessert
Kocak Baklava,Great and tasty baklava!,5,menu,POSITIVE (4-5),4,1,Regional / Specialty Food Experience,Medium,Bakery / Dessert
Kocak Baklava,They even charge for treats!,1,outdoor_atmosphere,NEGATIVE (1-2),5,3,Price & Value,High,Bakery / Dessert
Kocak Baklava,Even though we went late; the desserts were still fresh and delicious. The employees were also very warm and interested.,4,taste,POSITIVE (4-5),20,5,Waiting Time & Service Friction,High,Bakery / Dessert
Kadineli,It's a women-only business. Staff and service are fine. Ambiance and design was good. Food options were few.,4,indoor_atmosphere,POSITIVE (4-5),18,6,Staff & Service Quality,High,Other / Unknown
Kadineli,There are only female employees. The food is great; the price is quite reasonable and the place is very clean.,5,outdoor_atmosphere,POSITIVE (4-5),20,9,Positive Overall Experience,Medium,Other / Unknown
Kadineli,There is little variety of food on the menu. Also; the food on the menu is not very tasty.,2,menu,NEGATIVE (1-2),19,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Kadineli,I think the flavors of the place are overrated. Prices are also normal.,2,taste,NEGATIVE (1-2),13,3,Price & Value,High,Other / Unknown
Kadineli,First of all; everything on the menu we tasted was quite delicious. The service was fast; the employees were very friendly.,5,indoor_atmosphere,POSITIVE (4-5),21,5,Waiting Time & Service Friction,High,Other / Unknown
Kadineli,Delicious!,5,outdoor_atmosphere,POSITIVE (4-5),1,10,Short Positive Praise / Recommendation,High,Other / Unknown
Kadineli,A decent place where you can taste local dishes in Cappadocia. You can even go just to try the stuffed zucchini flowers.,5,taste,POSITIVE (4-5),22,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Kadineli,It is a business that has exactly price performance products. You are eating home-cooked meals in a quiet; spacious and decent place with the service of friendly ladies.,4,taste,POSITIVE (4-5),28,3,Price & Value,High,Other / Unknown
Kadineli,Don't raise your expectations too much about the food; they tasted normal.,3,menu,MIXED (3),12,5,Waiting Time & Service Friction,High,Other / Unknown
Kadineli,If you want to eat delicious home-cooked meals at an affordable price; definitely stop by during your visit to Cappadocia. The employees are kind and concerned. The environment is nice.,5,indoor_atmosphere,POSITIVE (4-5),30,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Kadineli,Service was great. Recommend and thank you!,4,outdoor_atmosphere,POSITIVE (4-5),7,6,Staff & Service Quality,High,Other / Unknown
Anzelha,We had good food in terms of taste; but the portions were small.,3,taste,MIXED (3),13,5,Waiting Time & Service Friction,High,Other / Unknown
Anzelha,Treats are good; but I did not find the menu very extensive.,4,menu,POSITIVE (4-5),12,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Anzelha,Very bad customer satisfaction. The prices are so insane.,1,indoor_atmosphere,NEGATIVE (1-2),9,6,Staff & Service Quality,High,Other / Unknown
Anzelha,A good kebab place. The meat is very good; tasty; the meat is well cooked. The treats are sufficient and tasty.,5,outdoor_atmosphere,POSITIVE (4-5),21,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Anzelha,It was delicious. Interest and kindness are good. But it was expensive.,4,taste,POSITIVE (4-5),12,3,Price & Value,High,Other / Unknown
Anzelha,Expensive.,3,indoor_atmosphere,MIXED (3),1,3,Price & Value,High,Other / Unknown
Anzelha,The attention of the waiters to us was very nice. In addition; it felt pleasant to eat the hot meats.,4,menu,POSITIVE (4-5),20,5,Waiting Time & Service Friction,High,Other / Unknown
Anzelha,Staff greeted with a smile at the door. The atmosphere was very nice. Delicious appetizers arrived before the meal.,5,outdoor_atmosphere,POSITIVE (4-5),19,5,Waiting Time & Service Friction,High,Other / Unknown
Anzelha,Everyone is smilingİ the food is delicious. Great place; I recommend it.,5,indoor_atmosphere,POSITIVE (4-5),12,9,Positive Overall Experience,Medium,Other / Unknown
Anzelha,The treats weren't enough. Also; as you can see in the photo; my food came a little burnt.,2,taste,NEGATIVE (1-2),18,5,Waiting Time & Service Friction,High,Other / Unknown
Anzelha,Thank you for providing quality service in a luxury venue.,5,outdoor_atmosphere,POSITIVE (4-5),10,6,Staff & Service Quality,High,Other / Unknown
Akpinar Restaurant,Great service and reasonable prices. Recommend!,5,menu,POSITIVE (4-5),6,6,Staff & Service Quality,High,Restaurant
Akpinar Restaurant,We ordered a mixed breakfast for 3 people and they brought it for 2 people. Service quality is very low.,1,taste,NEGATIVE (1-2),20,5,Waiting Time & Service Friction,High,Restaurant
Akpinar Restaurant,Interest in Turkish customers was very low. All waiters were taking care of arab customers.,1,outdoor_atmosphere,NEGATIVE (1-2),15,5,Waiting Time & Service Friction,High,Restaurant
Akpinar Restaurant,Location view is great. We ate meatballs and kuymak; it was nice. We thought that the dessert and samovar that followed was a treat; but I guess it wasn't.,4,indoor_atmosphere,POSITIVE (4-5),29,1,Regional / Specialty Food Experience,Medium,Restaurant
Akpinar Restaurant,We came across a slightly expensive menu with a magical view overlooking the lake and the Black Sea.,4,outdoor_atmosphere,POSITIVE (4-5),18,9,Positive Overall Experience,Medium,Restaurant
Akpinar Restaurant,The view is beautiful. The food was very bad.,1,taste,NEGATIVE (1-2),9,7,"Cleanliness, Ambience & Environment",High,Restaurant
Akpinar Restaurant,A restaurant with a beautiful view. It was nice to have breakfast with this view. The only problem was that the place was a little dirty.,4,outdoor_atmosphere,POSITIVE (4-5),26,7,"Cleanliness, Ambience & Environment",High,Restaurant
Akpinar Restaurant,Service is fast and friendly. Breakfast for 3 people is 140 TL; so prices are reasonable.,5,indoor_atmosphere,POSITIVE (4-5),16,3,Price & Value,High,Restaurant
Akpinar Restaurant,Nice foods; nice interest!,5,menu,POSITIVE (4-5),4,10,Short Positive Praise / Recommendation,High,Restaurant
Akpinar Restaurant,Food tasted delicious but some of the lamb chops were undercooked. Meatballs were also undercooked. It's a bit of an expensive restaurant.,3,taste,MIXED (3),22,8,Burger Experience,High,Restaurant
Akpinar Restaurant,Its meatballs were good. What they served on the side was also good.,5,outdoor_atmosphere,POSITIVE (4-5),13,8,Burger Experience,High,Restaurant
Kebabci Mahmut,We encountered a unique presentation. The prices are a little higher than the standard; but when you see the presentation and the quality of the food; you realize it's worth it.,5,indoor_atmosphere,POSITIVE (4-5),31,3,Price & Value,High,Kebab
Kebabci Mahmut,Unnecessarily expensive; the Arab is addressing the tourist. good taste.,3,taste,MIXED (3),10,3,Price & Value,High,Kebab
Kebabci Mahmut,Perfect; a relaxing space. Quality and delicious food.,5,outdoor_atmosphere,POSITIVE (4-5),8,9,Positive Overall Experience,Medium,Kebab
Kebabci Mahmut,Not bad. Service was ok.,3,menu,MIXED (3),5,6,Staff & Service Quality,High,Kebab
Kebabci Mahmut,The products are good but quite expensive. The place is more interested in tourists.,5,taste,POSITIVE (4-5),14,3,Price & Value,High,Kebab
Kebabci Mahmut,The venue is the track and they didn't care about me.,2,taste,NEGATIVE (1-2),11,7,"Cleanliness, Ambience & Environment",High,Kebab
Kebabci Mahmut,All the food that came to the table was very high quality and delicious. I recommend it to everyone.,5,outdoor_atmosphere,POSITIVE (4-5),19,2,Overall Dining Experience & Menu Variety,Medium,Kebab
Kebabci Mahmut,Affordable prices. Recommend.,4,outdoor_atmosphere,POSITIVE (4-5),3,3,Price & Value,High,Kebab
Kebabci Mahmut,You can find different tastes. It is open until late at night and serves with nice service.,5,taste,POSITIVE (4-5),17,0,Food Taste & Satisfaction,Medium,Kebab
Kebabci Mahmut,Amazing foods but expensive.,3,menu,MIXED (3),4,3,Price & Value,High,Kebab
Kebabci Mahmut,A must try place. It is possible to become addicted afterward.,4,outdoor_atmosphere,POSITIVE (4-5),11,9,Positive Overall Experience,Medium,Kebab
J Burber,Hamburger buns are fresh; The patties are soft and delicious. Their special sauces are delicious; It adds a nice flavor to the burger.,4,indoor_atmosphere,POSITIVE (4-5),23,8,Burger Experience,High,Burger
J Burber,I tried the orient burger and cheesburger. Oriental burger was good; but nothing to exaggerate as described. King crab was okay; it felt like I was eating dough balls rather than crab. Mayonnaise was not good.,3,taste,MIXED (3),36,8,Burger Experience,High,Burger
J Burber,The hamburger patty is very small; but it is very tasty and different with its unique sauce and bread. It was not pleasant that there were no potatoes in the menu.,4,menu,POSITIVE (4-5),31,8,Burger Experience,High,Burger
J Burber,The hamburger patties and sauce were very good. I think their mayonnaise is fabricated mayonnaise; It would be tastier if they made it themselves.,5,outdoor_atmosphere,POSITIVE (4-5),24,8,Burger Experience,High,Burger
J Burber,Really delicious burgers. The ketchup sauce they make is excellent. The point I want to criticize is the low grammage of the hamburger.,4,indoor_atmosphere,POSITIVE (4-5),23,8,Burger Experience,High,Burger
J Burber,Really delicious burger. I would recommend it to everyone. Thanks to the smiling staff.,5,taste,POSITIVE (4-5),14,8,Burger Experience,High,Burger
J Burber,The taste of hamburgers is not as good as exaggerated. It's also an expensive restaurant.,3,outdoor_atmosphere,MIXED (3),15,8,Burger Experience,High,Burger
J Burber,The popular boutique burger restaurant of the street. bread; sauce and meatballs are very nice. Thank you.,5,indoor_atmosphere,POSITIVE (4-5),17,8,Burger Experience,High,Burger
J Burber,We tried the Rib Burger and the Cheese Burger. They put cheddar cheese in the burger instead of cheddar. This idea seemed a little different to me. The sauce inside the ribs is a little sweet. It's a different flavor.,5,menu,POSITIVE (4-5),40,8,Burger Experience,High,Burger
J Burber,Burgers and fries were delicious. Burger meat came well cooked; I suggest you eat it medium cooked. The sauces are quite different and nice; you should definitely try it.,4,taste,POSITIVE (4-5),29,8,Burger Experience,High,Burger
J Burber,Too expensive; I can cook better. Also; ambiance of the restaurant is old.,1,outdoor_atmosphere,NEGATIVE (1-2),13,3,Price & Value,High,Burger
Popeyes,Prices are reasonable; chickens are delicious; but what is on the menu is not real. They do not serve the same food as the menu.,3,indoor_atmosphere,MIXED (3),25,3,Price & Value,High,Other / Unknown
Popeyes,My order was missing sauce; missing desert; missing onion rings; fries were cold and stale; fried legs were stale. What a disgrace!,1,taste,NEGATIVE (1-2),22,5,Waiting Time & Service Friction,High,Other / Unknown
Popeyes,They got my order wrong and got into an argument with me. You are disgusting! Terrible service; mismanagement.,1,menu,NEGATIVE (1-2),18,6,Staff & Service Quality,High,Other / Unknown
Popeyes,Food should have been better cooked I think overall not bad.,4,outdoor_atmosphere,POSITIVE (4-5),11,5,Waiting Time & Service Friction,High,Other / Unknown
Popeyes,Everything is delicious; there is a lot and at a good price. Service was nice.,5,outdoor_atmosphere,POSITIVE (4-5),15,3,Price & Value,High,Other / Unknown
Popeyes,The taste is not bad in general; but you can eat better ones in other restaurants.,4,taste,POSITIVE (4-5),16,0,Food Taste & Satisfaction,Medium,Other / Unknown
Popeyes,No management; food is cold and bad quality; no ice in coke. Not happy at all. I recommend either change the airport manager or close that branch. Definitely bad service.,1,indoor_atmosphere,NEGATIVE (1-2),30,6,Staff & Service Quality,High,Other / Unknown
Popeyes,Classical chicken; not awesome taste but it is ok.,4,indoor_atmosphere,POSITIVE (4-5),9,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Popeyes,The manners of the employees were bad; They didn't even care about me. Bread was stale.,3,menu,MIXED (3),16,5,Waiting Time & Service Friction,High,Other / Unknown
